PK,O*NET-SOC Code,Title,Interests Element ID,Interests Element Name,Scale ID,Scale Name,Data Value,Date,Domain Source
4645,35-2012.00,"Cooks, Institution and Cafeteria",1.B.1.a,Realistic,OI,Occupational Interests,5.93,Nov-23,Machine Learning
4646,35-2012.00,"Cooks, Institution and Cafeteria",1.B.1.b,Investigative,OI,Occupational Interests,1.89,Nov-23,Machine Learning
4647,35-2012.00,"Cooks, Institution and Cafeteria",1.B.1.c,Artistic,OI,Occupational Interests,1.98,Nov-23,Machine Learning
4648,35-2012.00,"Cooks, Institution and Cafeteria",1.B.1.d,Social,OI,Occupational Interests,3.06,Nov-23,Machine Learning
4649,35-2012.00,"Cooks, Institution and Cafeteria",1.B.1.e,Enterprising,OI,Occupational Interests,3.01,Nov-23,Machine Learning
4650,35-2012.00,"Cooks, Institution and Cafeteria",1.B.1.f,Conventional,OI,Occupational Interests,4.41,Nov-23,Machine Learning
4651,35-2012.00,"Cooks, Institution and Cafeteria",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4652,35-2012.00,"Cooks, Institution and Cafeteria",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4653,35-2012.00,"Cooks, Institution and Cafeteria",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
4654,35-2013.00,"Cooks, Private Household",1.B.1.a,Realistic,OI,Occupational Interests,5.22,Nov-23,Machine Learning
4655,35-2013.00,"Cooks, Private Household",1.B.1.b,Investigative,OI,Occupational Interests,1.39,Nov-23,Machine Learning
4656,35-2013.00,"Cooks, Private Household",1.B.1.c,Artistic,OI,Occupational Interests,3.62,Nov-23,Machine Learning
4657,35-2013.00,"Cooks, Private Household",1.B.1.d,Social,OI,Occupational Interests,3.65,Nov-23,Machine Learning
4658,35-2013.00,"Cooks, Private Household",1.B.1.e,Enterprising,OI,Occupational Interests,3.43,Nov-23,Machine Learning
4659,35-2013.00,"Cooks, Private Household",1.B.1.f,Conventional,OI,Occupational Interests,3.73,Nov-23,Machine Learning
4660,35-2013.00,"Cooks, Private Household",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4661,35-2013.00,"Cooks, Private Household",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4662,35-2013.00,"Cooks, Private Household",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,4,Nov-23,Machine Learning
4663,35-2014.00,"Cooks, Restaurant",1.B.1.a,Realistic,OI,Occupational Interests,5.8,Nov-23,Machine Learning
4664,35-2014.00,"Cooks, Restaurant",1.B.1.b,Investigative,OI,Occupational Interests,1.4,Nov-23,Machine Learning
4665,35-2014.00,"Cooks, Restaurant",1.B.1.c,Artistic,OI,Occupational Interests,2.45,Nov-23,Machine Learning
4666,35-2014.00,"Cooks, Restaurant",1.B.1.d,Social,OI,Occupational Interests,2.78,Nov-23,Machine Learning
4667,35-2014.00,"Cooks, Restaurant",1.B.1.e,Enterprising,OI,Occupational Interests,3.84,Nov-23,Machine Learning
4668,35-2014.00,"Cooks, Restaurant",1.B.1.f,Conventional,OI,Occupational Interests,4.26,Nov-23,Machine Learning
4669,35-2014.00,"Cooks, Restaurant",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4670,35-2014.00,"Cooks, Restaurant",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4671,35-2014.00,"Cooks, Restaurant",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
4672,35-2015.00,"Cooks, Short Order",1.B.1.a,Realistic,OI,Occupational Interests,6.11,Nov-23,Machine Learning
4673,35-2015.00,"Cooks, Short Order",1.B.1.b,Investigative,OI,Occupational Interests,1,Nov-23,Machine Learning
4674,35-2015.00,"Cooks, Short Order",1.B.1.c,Artistic,OI,Occupational Interests,2.32,Nov-23,Machine Learning
4675,35-2015.00,"Cooks, Short Order",1.B.1.d,Social,OI,Occupational Interests,3.2,Nov-23,Machine Learning
4676,35-2015.00,"Cooks, Short Order",1.B.1.e,Enterprising,OI,Occupational Interests,3.53,Nov-23,Machine Learning
4677,35-2015.00,"Cooks, Short Order",1.B.1.f,Conventional,OI,Occupational Interests,4.36,Nov-23,Machine Learning
4678,35-2015.00,"Cooks, Short Order",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4679,35-2015.00,"Cooks, Short Order",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4680,35-2015.00,"Cooks, Short Order",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
4681,35-2021.00,Food Preparation Workers,1.B.1.a,Realistic,OI,Occupational Interests,6.47,Nov-23,Machine Learning
4682,35-2021.00,Food Preparation Workers,1.B.1.b,Investigative,OI,Occupational Interests,1.39,Nov-23,Machine Learning
4683,35-2021.00,Food Preparation Workers,1.B.1.c,Artistic,OI,Occupational Interests,1.75,Nov-23,Machine Learning
4684,35-2021.00,Food Preparation Workers,1.B.1.d,Social,OI,Occupational Interests,2.5,Nov-23,Machine Learning
4685,35-2021.00,Food Preparation Workers,1.B.1.e,Enterprising,OI,Occupational Interests,2.23,Nov-23,Machine Learning
4686,35-2021.00,Food Preparation Workers,1.B.1.f,Conventional,OI,Occupational Interests,4.26,Nov-23,Machine Learning
4687,35-2021.00,Food Preparation Workers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4688,35-2021.00,Food Preparation Workers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4689,35-2021.00,Food Preparation Workers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
4690,35-3011.00,Bartenders,1.B.1.a,Realistic,OI,Occupational Interests,4.98,Nov-23,Machine Learning
4691,35-3011.00,Bartenders,1.B.1.b,Investigative,OI,Occupational Interests,1,Nov-23,Machine Learning
4692,35-3011.00,Bartenders,1.B.1.c,Artistic,OI,Occupational Interests,2.39,Nov-23,Machine Learning
4693,35-3011.00,Bartenders,1.B.1.d,Social,OI,Occupational Interests,3.53,Nov-23,Machine Learning
4694,35-3011.00,Bartenders,1.B.1.e,Enterprising,OI,Occupational Interests,3.79,Nov-23,Machine Learning
4695,35-3011.00,Bartenders,1.B.1.f,Conventional,OI,Occupational Interests,4.39,Nov-23,Machine Learning
4696,35-3011.00,Bartenders,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4697,35-3011.00,Bartenders,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4698,35-3011.00,Bartenders,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
4699,35-3023.00,Fast Food and Counter Workers,1.B.1.a,Realistic,OI,Occupational Interests,4.91,Nov-23,Machine Learning
4700,35-3023.00,Fast Food and Counter Workers,1.B.1.b,Investigative,OI,Occupational Interests,1,Nov-23,Machine Learning
4701,35-3023.00,Fast Food and Counter Workers,1.B.1.c,Artistic,OI,Occupational Interests,1.41,Nov-23,Machine Learning
4702,35-3023.00,Fast Food and Counter Workers,1.B.1.d,Social,OI,Occupational Interests,3.51,Nov-23,Machine Learning
4703,35-3023.00,Fast Food and Counter Workers,1.B.1.e,Enterprising,OI,Occupational Interests,3.52,Nov-23,Machine Learning
4704,35-3023.00,Fast Food and Counter Workers,1.B.1.f,Conventional,OI,Occupational Interests,4.86,Nov-23,Machine Learning
4705,35-3023.00,Fast Food and Counter Workers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4706,35-3023.00,Fast Food and Counter Workers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4707,35-3023.00,Fast Food and Counter Workers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
4708,35-3023.01,Baristas,1.B.1.a,Realistic,OI,Occupational Interests,5.08,Nov-23,Machine Learning
4709,35-3023.01,Baristas,1.B.1.b,Investigative,OI,Occupational Interests,1,Nov-23,Machine Learning
4710,35-3023.01,Baristas,1.B.1.c,Artistic,OI,Occupational Interests,2.6,Nov-23,Machine Learning
4711,35-3023.01,Baristas,1.B.1.d,Social,OI,Occupational Interests,3.74,Nov-23,Machine Learning
4712,35-3023.01,Baristas,1.B.1.e,Enterprising,OI,Occupational Interests,3.48,Nov-23,Machine Learning
4713,35-3023.01,Baristas,1.B.1.f,Conventional,OI,Occupational Interests,4.28,Nov-23,Machine Learning
4714,35-3023.01,Baristas,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4715,35-3023.01,Baristas,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4716,35-3023.01,Baristas,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,4,Nov-23,Machine Learning
4717,35-3031.00,Waiters and Waitresses,1.B.1.a,Realistic,OI,Occupational Interests,4.07,Nov-23,Machine Learning
4718,35-3031.00,Waiters and Waitresses,1.B.1.b,Investigative,OI,Occupational Interests,1,Nov-23,Machine Learning
4719,35-3031.00,Waiters and Waitresses,1.B.1.c,Artistic,OI,Occupational Interests,1.93,Nov-23,Machine Learning
4720,35-3031.00,Waiters and Waitresses,1.B.1.d,Social,OI,Occupational Interests,4.82,Nov-23,Machine Learning
4721,35-3031.00,Waiters and Waitresses,1.B.1.e,Enterprising,OI,Occupational Interests,4.15,Nov-23,Machine Learning
4722,35-3031.00,Waiters and Waitresses,1.B.1.f,Conventional,OI,Occupational Interests,4.53,Nov-23,Machine Learning
4723,35-3031.00,Waiters and Waitresses,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4,Nov-23,Machine Learning
4724,35-3031.00,Waiters and Waitresses,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4725,35-3031.00,Waiters and Waitresses,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
4726,35-3041.00,"Food Servers, Nonrestaurant",1.B.1.a,Realistic,OI,Occupational Interests,5.02,Nov-23,Machine Learning
4727,35-3041.00,"Food Servers, Nonrestaurant",1.B.1.b,Investigative,OI,Occupational Interests,1.41,Nov-23,Machine Learning
4728,35-3041.00,"Food Servers, Nonrestaurant",1.B.1.c,Artistic,OI,Occupational Interests,2.06,Nov-23,Machine Learning
4729,35-3041.00,"Food Servers, Nonrestaurant",1.B.1.d,Social,OI,Occupational Interests,4.13,Nov-23,Machine Learning
4730,35-3041.00,"Food Servers, Nonrestaurant",1.B.1.e,Enterprising,OI,Occupational Interests,2.79,Nov-23,Machine Learning
4731,35-3041.00,"Food Servers, Nonrestaurant",1.B.1.f,Conventional,OI,Occupational Interests,3.91,Nov-23,Machine Learning
4732,35-3041.00,"Food Servers, Nonrestaurant",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4733,35-3041.00,"Food Servers, Nonrestaurant",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,4,Nov-23,Machine Learning
4734,35-3041.00,"Food Servers, Nonrestaurant",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4735,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,1.B.1.a,Realistic,OI,Occupational Interests,5.61,Nov-23,Machine Learning
4736,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,1.B.1.b,Investigative,OI,Occupational Interests,1,Nov-23,Machine Learning
4737,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,1.B.1.c,Artistic,OI,Occupational Interests,1.02,Nov-23,Machine Learning
4738,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,1.B.1.d,Social,OI,Occupational Interests,3.67,Nov-23,Machine Learning
4739,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,1.B.1.e,Enterprising,OI,Occupational Interests,2.27,Nov-23,Machine Learning
4740,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,1.B.1.f,Conventional,OI,Occupational Interests,4.6,Nov-23,Machine Learning
4741,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4742,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4743,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,4,Nov-23,Machine Learning
4744,35-9021.00,Dishwashers,1.B.1.a,Realistic,OI,Occupational Interests,6.98,Nov-23,Machine Learning
4745,35-9021.00,Dishwashers,1.B.1.b,Investigative,OI,Occupational Interests,1,Nov-23,Machine Learning
4746,35-9021.00,Dishwashers,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
4747,35-9021.00,Dishwashers,1.B.1.d,Social,OI,Occupational Interests,1.84,Nov-23,Machine Learning
4748,35-9021.00,Dishwashers,1.B.1.e,Enterprising,OI,Occupational Interests,1.42,Nov-23,Machine Learning
4749,35-9021.00,Dishwashers,1.B.1.f,Conventional,OI,Occupational Interests,4.45,Nov-23,Machine Learning
4750,35-9021.00,Dishwashers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4751,35-9021.00,Dishwashers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4752,35-9021.00,Dishwashers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,0,Nov-23,Machine Learning
4753,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1.B.1.a,Realistic,OI,Occupational Interests,3.35,Nov-23,Machine Learning
4754,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1.B.1.b,Investigative,OI,Occupational Interests,1,Nov-23,Machine Learning
4755,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1.B.1.c,Artistic,OI,Occupational Interests,1.78,Nov-23,Machine Learning
4756,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1.B.1.d,Social,OI,Occupational Interests,5.2,Nov-23,Machine Learning
4757,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1.B.1.e,Enterprising,OI,Occupational Interests,4.19,Nov-23,Machine Learning
4758,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1.B.1.f,Conventional,OI,Occupational Interests,3.84,Nov-23,Machine Learning
4759,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,4,Nov-23,Machine Learning
4760,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
4761,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4762,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,1.B.1.a,Realistic,OI,Occupational Interests,4.25,Nov-23,Machine Learning
4763,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,1.B.1.b,Investigative,OI,Occupational Interests,1.18,Nov-23,Machine Learning
4764,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,1.B.1.c,Artistic,OI,Occupational Interests,1,Nov-23,Machine Learning
4765,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,1.B.1.d,Social,OI,Occupational Interests,3.55,Nov-23,Machine Learning
4766,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,1.B.1.e,Enterprising,OI,Occupational Interests,5.72,Nov-23,Machine Learning
4767,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,1.B.1.f,Conventional,OI,Occupational Interests,5.14,Nov-23,Machine Learning
4768,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
4769,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
4770,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,1.B.1.i,Third Interest High-Point,IH,Occupational Interest High-Point,1,Nov-23,Machine Learning
4771,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1.B.1.a,Realistic,OI,Occupational Interests,4.5,Nov-23,Machine Learning
4772,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1.B.1.b,Investigative,OI,Occupational Interests,1.78,Nov-23,Machine Learning
4773,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1.B.1.c,Artistic,OI,Occupational Interests,1.03,Nov-23,Machine Learning
4774,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1.B.1.d,Social,OI,Occupational Interests,2.99,Nov-23,Machine Learning
4775,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1.B.1.e,Enterprising,OI,Occupational Interests,6.11,Nov-23,Machine Learning
4776,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1.B.1.f,Conventional,OI,Occupational Interests,5.21,Nov-23,Machine Learning
4777,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1.B.1.g,First Interest High-Point,IH,Occupational Interest High-Point,5,Nov-23,Machine Learning
4778,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1.B.1.h,Second Interest High-Point,IH,Occupational Interest High-Point,6,Nov-23,Machine Learning
