PK,O*NET-SOC Code,Title,Related O*NET-SOC Code,Related Title,Relatedness Tier,Index
8106,29-1141.04,Clinical Nurse Specialists,29-1161.00,Nurse Midwives,Primary-Long,6
8107,29-1141.04,Clinical Nurse Specialists,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Primary-Long,7
8108,29-1141.04,Clinical Nurse Specialists,29-1071.00,Physician Assistants,Primary-Long,8
8109,29-1141.04,Clinical Nurse Specialists,29-1229.02,Hospitalists,Primary-Long,9
8110,29-1141.04,Clinical Nurse Specialists,15-1211.01,Health Informatics Specialists,Primary-Long,10
8111,29-1141.04,Clinical Nurse Specialists,29-1214.00,Emergency Medicine Physicians,Supplemental,11
8112,29-1141.04,Clinical Nurse Specialists,29-1243.00,Pediatric Surgeons,Supplemental,12
8113,29-1141.04,Clinical Nurse Specialists,29-1216.00,General Internal Medicine Physicians,Supplemental,13
8114,29-1141.04,Clinical Nurse Specialists,29-2043.00,Paramedics,Supplemental,14
8115,29-1141.04,Clinical Nurse Specialists,29-1215.00,Family Medicine Physicians,Supplemental,15
8116,29-1141.04,Clinical Nurse Specialists,19-3039.03,Clinical Neuropsychologists,Supplemental,16
8117,29-1141.04,Clinical Nurse Specialists,29-1212.00,Cardiologists,Supplemental,17
8118,29-1141.04,Clinical Nurse Specialists,29-1221.00,"Pediatricians, General",Supplemental,18
8119,29-1141.04,Clinical Nurse Specialists,29-1211.00,Anesthesiologists,Supplemental,19
8120,29-1141.04,Clinical Nurse Specialists,29-1223.00,Psychiatrists,Supplemental,20
8121,29-1151.00,Nurse Anesthetists,29-1211.00,Anesthesiologists,Primary-Short,1
8122,29-1151.00,Nurse Anesthetists,29-1071.01,Anesthesiologist Assistants,Primary-Short,2
8123,29-1151.00,Nurse Anesthetists,29-1171.00,Nurse Practitioners,Primary-Short,3
8124,29-1151.00,Nurse Anesthetists,29-1141.03,Critical Care Nurses,Primary-Short,4
8125,29-1151.00,Nurse Anesthetists,29-1141.00,Registered Nurses,Primary-Short,5
8126,29-1151.00,Nurse Anesthetists,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Primary-Long,6
8127,29-1151.00,Nurse Anesthetists,29-9093.00,Surgical Assistants,Primary-Long,7
8128,29-1151.00,Nurse Anesthetists,29-1141.04,Clinical Nurse Specialists,Primary-Long,8
8129,29-1151.00,Nurse Anesthetists,29-1161.00,Nurse Midwives,Primary-Long,9
8130,29-1151.00,Nurse Anesthetists,29-1071.00,Physician Assistants,Primary-Long,10
8131,29-1151.00,Nurse Anesthetists,29-2043.00,Paramedics,Supplemental,11
8132,29-1151.00,Nurse Anesthetists,29-1214.00,Emergency Medicine Physicians,Supplemental,12
8133,29-1151.00,Nurse Anesthetists,29-2042.00,Emergency Medical Technicians,Supplemental,13
8134,29-1151.00,Nurse Anesthetists,29-1141.01,Acute Care Nurses,Supplemental,14
8135,29-1151.00,Nurse Anesthetists,29-1212.00,Cardiologists,Supplemental,15
8136,29-1151.00,Nurse Anesthetists,29-1126.00,Respiratory Therapists,Supplemental,16
8137,29-1151.00,Nurse Anesthetists,29-1243.00,Pediatric Surgeons,Supplemental,17
8138,29-1151.00,Nurse Anesthetists,29-2055.00,Surgical Technologists,Supplemental,18
8139,29-1151.00,Nurse Anesthetists,29-1218.00,Obstetricians and Gynecologists,Supplemental,19
8140,29-1151.00,Nurse Anesthetists,29-1216.00,General Internal Medicine Physicians,Supplemental,20
8141,29-1161.00,Nurse Midwives,29-9099.01,Midwives,Primary-Short,1
8142,29-1161.00,Nurse Midwives,29-1171.00,Nurse Practitioners,Primary-Short,2
8143,29-1161.00,Nurse Midwives,29-1141.00,Registered Nurses,Primary-Short,3
8144,29-1161.00,Nurse Midwives,29-1141.04,Clinical Nurse Specialists,Primary-Short,4
8145,29-1161.00,Nurse Midwives,29-1218.00,Obstetricians and Gynecologists,Primary-Short,5
8146,29-1161.00,Nurse Midwives,29-1141.01,Acute Care Nurses,Primary-Long,6
8147,29-1161.00,Nurse Midwives,29-1141.03,Critical Care Nurses,Primary-Long,7
8148,29-1161.00,Nurse Midwives,29-1141.02,Advanced Practice Psychiatric Nurses,Primary-Long,8
8149,29-1161.00,Nurse Midwives,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Primary-Long,9
8150,29-1161.00,Nurse Midwives,29-1151.00,Nurse Anesthetists,Primary-Long,10
8151,29-1161.00,Nurse Midwives,29-1214.00,Emergency Medicine Physicians,Supplemental,11
8152,29-1161.00,Nurse Midwives,29-1215.00,Family Medicine Physicians,Supplemental,12
8153,29-1161.00,Nurse Midwives,29-1221.00,"Pediatricians, General",Supplemental,13
8154,29-1161.00,Nurse Midwives,29-2043.00,Paramedics,Supplemental,14
8155,29-1161.00,Nurse Midwives,29-1211.00,Anesthesiologists,Supplemental,15
8156,29-1161.00,Nurse Midwives,29-1223.00,Psychiatrists,Supplemental,16
8157,29-1161.00,Nurse Midwives,29-1216.00,General Internal Medicine Physicians,Supplemental,17
8158,29-1161.00,Nurse Midwives,29-1071.00,Physician Assistants,Supplemental,18
8159,29-1161.00,Nurse Midwives,29-1217.00,Neurologists,Supplemental,19
8160,29-1161.00,Nurse Midwives,29-1229.02,Hospitalists,Supplemental,20
8161,29-1171.00,Nurse Practitioners,29-1214.00,Emergency Medicine Physicians,Primary-Short,1
8162,29-1171.00,Nurse Practitioners,29-1141.04,Clinical Nurse Specialists,Primary-Short,2
8163,29-1171.00,Nurse Practitioners,29-1141.02,Advanced Practice Psychiatric Nurses,Primary-Short,3
8164,29-1171.00,Nurse Practitioners,29-1141.00,Registered Nurses,Primary-Short,4
8165,29-1171.00,Nurse Practitioners,29-1215.00,Family Medicine Physicians,Primary-Short,5
8166,29-1171.00,Nurse Practitioners,29-1141.01,Acute Care Nurses,Primary-Long,6
8167,29-1171.00,Nurse Practitioners,29-1141.03,Critical Care Nurses,Primary-Long,7
8168,29-1171.00,Nurse Practitioners,29-1161.00,Nurse Midwives,Primary-Long,8
8169,29-1171.00,Nurse Practitioners,29-1216.00,General Internal Medicine Physicians,Primary-Long,9
8170,29-1171.00,Nurse Practitioners,29-1071.00,Physician Assistants,Primary-Long,10
8171,29-1171.00,Nurse Practitioners,29-2043.00,Paramedics,Supplemental,11
8172,29-1171.00,Nurse Practitioners,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Supplemental,12
8173,29-1171.00,Nurse Practitioners,29-1218.00,Obstetricians and Gynecologists,Supplemental,13
8174,29-1171.00,Nurse Practitioners,29-1221.00,"Pediatricians, General",Supplemental,14
8175,29-1171.00,Nurse Practitioners,29-1243.00,Pediatric Surgeons,Supplemental,15
8176,29-1171.00,Nurse Practitioners,29-1212.00,Cardiologists,Supplemental,16
8177,29-1171.00,Nurse Practitioners,29-1211.00,Anesthesiologists,Supplemental,17
8178,29-1171.00,Nurse Practitioners,29-1151.00,Nurse Anesthetists,Supplemental,18
8179,29-1171.00,Nurse Practitioners,29-1217.00,Neurologists,Supplemental,19
8180,29-1171.00,Nurse Practitioners,29-1223.00,Psychiatrists,Supplemental,20
8181,29-1181.00,Audiologists,29-2092.00,Hearing Aid Specialists,Primary-Short,1
8182,29-1181.00,Audiologists,29-1214.00,Emergency Medicine Physicians,Primary-Short,2
8183,29-1181.00,Audiologists,29-1041.00,Optometrists,Primary-Short,3
8184,29-1181.00,Audiologists,29-1243.00,Pediatric Surgeons,Primary-Short,4
8185,29-1181.00,Audiologists,29-1221.00,"Pediatricians, General",Primary-Short,5
8186,29-1181.00,Audiologists,29-1122.00,Occupational Therapists,Primary-Long,6
8187,29-1181.00,Audiologists,29-1217.00,Neurologists,Primary-Long,7
8188,29-1181.00,Audiologists,29-1229.04,Physical Medicine and Rehabilitation Physicians,Primary-Long,8
8189,29-1181.00,Audiologists,29-1127.00,Speech-Language Pathologists,Primary-Long,9
8190,29-1181.00,Audiologists,29-1241.00,"Ophthalmologists, Except Pediatric",Primary-Long,10
8191,29-1181.00,Audiologists,19-3039.03,Clinical Neuropsychologists,Supplemental,11
8192,29-1181.00,Audiologists,19-3039.02,Neuropsychologists,Supplemental,12
8193,29-1181.00,Audiologists,29-1216.00,General Internal Medicine Physicians,Supplemental,13
8194,29-1181.00,Audiologists,29-1223.00,Psychiatrists,Supplemental,14
8195,29-1181.00,Audiologists,29-1212.00,Cardiologists,Supplemental,15
8196,29-1181.00,Audiologists,29-1229.01,Allergists and Immunologists,Supplemental,16
8197,29-1181.00,Audiologists,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Supplemental,17
8198,29-1181.00,Audiologists,31-2012.00,Occupational Therapy Aides,Supplemental,18
8199,29-1181.00,Audiologists,29-1215.00,Family Medicine Physicians,Supplemental,19
8200,29-1181.00,Audiologists,31-2011.00,Occupational Therapy Assistants,Supplemental,20
8201,29-1211.00,Anesthesiologists,29-1214.00,Emergency Medicine Physicians,Primary-Short,1
8202,29-1211.00,Anesthesiologists,29-1243.00,Pediatric Surgeons,Primary-Short,2
8203,29-1211.00,Anesthesiologists,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Primary-Short,3
8204,29-1211.00,Anesthesiologists,29-1212.00,Cardiologists,Primary-Short,4
8205,29-1211.00,Anesthesiologists,29-1151.00,Nurse Anesthetists,Primary-Short,5
8206,29-1211.00,Anesthesiologists,29-1071.01,Anesthesiologist Assistants,Primary-Long,6
8207,29-1211.00,Anesthesiologists,29-1216.00,General Internal Medicine Physicians,Primary-Long,7
8208,29-1211.00,Anesthesiologists,29-1218.00,Obstetricians and Gynecologists,Primary-Long,8
8209,29-1211.00,Anesthesiologists,29-1171.00,Nurse Practitioners,Primary-Long,9
8210,29-1211.00,Anesthesiologists,29-1071.00,Physician Assistants,Primary-Long,10
8211,29-1211.00,Anesthesiologists,29-2043.00,Paramedics,Supplemental,11
8212,29-1211.00,Anesthesiologists,29-1141.04,Clinical Nurse Specialists,Supplemental,12
8213,29-1211.00,Anesthesiologists,29-1229.03,Urologists,Supplemental,13
8214,29-1211.00,Anesthesiologists,29-1141.00,Registered Nurses,Supplemental,14
8215,29-1211.00,Anesthesiologists,29-9093.00,Surgical Assistants,Supplemental,15
8216,29-1211.00,Anesthesiologists,29-1141.03,Critical Care Nurses,Supplemental,16
8217,29-1211.00,Anesthesiologists,29-1215.00,Family Medicine Physicians,Supplemental,17
8218,29-1211.00,Anesthesiologists,29-1141.01,Acute Care Nurses,Supplemental,18
8219,29-1211.00,Anesthesiologists,29-2042.00,Emergency Medical Technicians,Supplemental,19
8220,29-1211.00,Anesthesiologists,29-1161.00,Nurse Midwives,Supplemental,20
8221,29-1212.00,Cardiologists,29-1243.00,Pediatric Surgeons,Primary-Short,1
8222,29-1212.00,Cardiologists,29-1216.00,General Internal Medicine Physicians,Primary-Short,2
8223,29-1212.00,Cardiologists,29-1229.03,Urologists,Primary-Short,3
8224,29-1212.00,Cardiologists,29-1211.00,Anesthesiologists,Primary-Short,4
8225,29-1212.00,Cardiologists,29-1217.00,Neurologists,Primary-Short,5
8226,29-1212.00,Cardiologists,29-1214.00,Emergency Medicine Physicians,Primary-Long,6
8227,29-1212.00,Cardiologists,29-1224.00,Radiologists,Primary-Long,7
8228,29-1212.00,Cardiologists,29-1241.00,"Ophthalmologists, Except Pediatric",Primary-Long,8
8229,29-1212.00,Cardiologists,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Primary-Long,9
8230,29-1212.00,Cardiologists,29-1215.00,Family Medicine Physicians,Primary-Long,10
8231,29-1212.00,Cardiologists,29-2031.00,Cardiovascular Technologists and Technicians,Supplemental,11
8232,29-1212.00,Cardiologists,29-1218.00,Obstetricians and Gynecologists,Supplemental,12
8233,29-1212.00,Cardiologists,29-1229.04,Physical Medicine and Rehabilitation Physicians,Supplemental,13
8234,29-1212.00,Cardiologists,29-1229.01,Allergists and Immunologists,Supplemental,14
8235,29-1212.00,Cardiologists,29-1213.00,Dermatologists,Supplemental,15
8236,29-1212.00,Cardiologists,29-1221.00,"Pediatricians, General",Supplemental,16
8237,29-1212.00,Cardiologists,29-1071.00,Physician Assistants,Supplemental,17
8238,29-1212.00,Cardiologists,29-1071.01,Anesthesiologist Assistants,Supplemental,18
8239,29-1212.00,Cardiologists,31-9092.00,Medical Assistants,Supplemental,19
8240,29-1212.00,Cardiologists,29-1171.00,Nurse Practitioners,Supplemental,20
8241,29-1213.00,Dermatologists,29-1243.00,Pediatric Surgeons,Primary-Short,1
8242,29-1213.00,Dermatologists,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Primary-Short,2
8243,29-1213.00,Dermatologists,29-1241.00,"Ophthalmologists, Except Pediatric",Primary-Short,3
8244,29-1213.00,Dermatologists,29-1214.00,Emergency Medicine Physicians,Primary-Short,4
8245,29-1213.00,Dermatologists,29-1212.00,Cardiologists,Primary-Short,5
8246,29-1213.00,Dermatologists,29-1229.03,Urologists,Primary-Long,6
8247,29-1213.00,Dermatologists,29-1216.00,General Internal Medicine Physicians,Primary-Long,7
8248,29-1213.00,Dermatologists,29-1229.01,Allergists and Immunologists,Primary-Long,8
8249,29-1213.00,Dermatologists,29-1022.00,Oral and Maxillofacial Surgeons,Primary-Long,9
8250,29-1213.00,Dermatologists,29-1217.00,Neurologists,Primary-Long,10
8251,29-1213.00,Dermatologists,29-1221.00,"Pediatricians, General",Supplemental,11
8252,29-1213.00,Dermatologists,29-1299.01,Naturopathic Physicians,Supplemental,12
8253,29-1213.00,Dermatologists,29-1218.00,Obstetricians and Gynecologists,Supplemental,13
8254,29-1213.00,Dermatologists,29-1081.00,Podiatrists,Supplemental,14
8255,29-1213.00,Dermatologists,29-1011.00,Chiropractors,Supplemental,15
8256,29-1213.00,Dermatologists,29-1229.04,Physical Medicine and Rehabilitation Physicians,Supplemental,16
8257,29-1213.00,Dermatologists,29-1041.00,Optometrists,Supplemental,17
8258,29-1213.00,Dermatologists,29-1223.00,Psychiatrists,Supplemental,18
8259,29-1213.00,Dermatologists,29-1215.00,Family Medicine Physicians,Supplemental,19
8260,29-1213.00,Dermatologists,29-1071.00,Physician Assistants,Supplemental,20
8261,29-1214.00,Emergency Medicine Physicians,29-1215.00,Family Medicine Physicians,Primary-Short,1
8262,29-1214.00,Emergency Medicine Physicians,29-1216.00,General Internal Medicine Physicians,Primary-Short,2
8263,29-1214.00,Emergency Medicine Physicians,29-1211.00,Anesthesiologists,Primary-Short,3
8264,29-1214.00,Emergency Medicine Physicians,29-1221.00,"Pediatricians, General",Primary-Short,4
8265,29-1214.00,Emergency Medicine Physicians,29-1071.00,Physician Assistants,Primary-Short,5
8266,29-1214.00,Emergency Medicine Physicians,29-1229.04,Physical Medicine and Rehabilitation Physicians,Primary-Long,6
8267,29-1214.00,Emergency Medicine Physicians,29-1223.00,Psychiatrists,Primary-Long,7
8268,29-1214.00,Emergency Medicine Physicians,29-1218.00,Obstetricians and Gynecologists,Primary-Long,8
8269,29-1214.00,Emergency Medicine Physicians,29-1243.00,Pediatric Surgeons,Primary-Long,9
8270,29-1214.00,Emergency Medicine Physicians,29-1229.02,Hospitalists,Primary-Long,10
8271,29-1214.00,Emergency Medicine Physicians,29-2043.00,Paramedics,Supplemental,11
8272,29-1214.00,Emergency Medicine Physicians,29-1171.00,Nurse Practitioners,Supplemental,12
8273,29-1214.00,Emergency Medicine Physicians,29-1141.04,Clinical Nurse Specialists,Supplemental,13
8274,29-1214.00,Emergency Medicine Physicians,29-1141.00,Registered Nurses,Supplemental,14
8275,29-1214.00,Emergency Medicine Physicians,29-1141.01,Acute Care Nurses,Supplemental,15
8276,29-1214.00,Emergency Medicine Physicians,29-1141.02,Advanced Practice Psychiatric Nurses,Supplemental,16
8277,29-1214.00,Emergency Medicine Physicians,29-1217.00,Neurologists,Supplemental,17
8278,29-1214.00,Emergency Medicine Physicians,29-1141.03,Critical Care Nurses,Supplemental,18
8279,29-1214.00,Emergency Medicine Physicians,29-1229.03,Urologists,Supplemental,19
8280,29-1214.00,Emergency Medicine Physicians,29-2042.00,Emergency Medical Technicians,Supplemental,20
8281,29-1215.00,Family Medicine Physicians,29-1214.00,Emergency Medicine Physicians,Primary-Short,1
8282,29-1215.00,Family Medicine Physicians,29-1221.00,"Pediatricians, General",Primary-Short,2
8283,29-1215.00,Family Medicine Physicians,29-1216.00,General Internal Medicine Physicians,Primary-Short,3
8284,29-1215.00,Family Medicine Physicians,29-1218.00,Obstetricians and Gynecologists,Primary-Short,4
8285,29-1215.00,Family Medicine Physicians,29-1243.00,Pediatric Surgeons,Primary-Short,5
8286,29-1215.00,Family Medicine Physicians,29-1071.00,Physician Assistants,Primary-Long,6
8287,29-1215.00,Family Medicine Physicians,29-1223.00,Psychiatrists,Primary-Long,7
8288,29-1215.00,Family Medicine Physicians,29-1212.00,Cardiologists,Primary-Long,8
8289,29-1215.00,Family Medicine Physicians,29-1141.02,Advanced Practice Psychiatric Nurses,Primary-Long,9
8290,29-1215.00,Family Medicine Physicians,29-1229.02,Hospitalists,Primary-Long,10
8291,29-1215.00,Family Medicine Physicians,29-1171.00,Nurse Practitioners,Supplemental,11
8292,29-1215.00,Family Medicine Physicians,29-1217.00,Neurologists,Supplemental,12
8293,29-1215.00,Family Medicine Physicians,29-1141.04,Clinical Nurse Specialists,Supplemental,13
8294,29-1215.00,Family Medicine Physicians,29-1242.00,"Orthopedic Surgeons, Except Pediatric",Supplemental,14
8295,29-1215.00,Family Medicine Physicians,29-1141.00,Registered Nurses,Supplemental,15
8296,29-1215.00,Family Medicine Physicians,29-1161.00,Nurse Midwives,Supplemental,16
8297,29-1215.00,Family Medicine Physicians,29-1229.05,Preventive Medicine Physicians,Supplemental,17
8298,29-1215.00,Family Medicine Physicians,29-1211.00,Anesthesiologists,Supplemental,18
8299,29-1215.00,Family Medicine Physicians,29-1141.01,Acute Care Nurses,Supplemental,19
8300,29-1215.00,Family Medicine Physicians,29-2043.00,Paramedics,Supplemental,20
8301,29-1216.00,General Internal Medicine Physicians,29-1214.00,Emergency Medicine Physicians,Primary-Short,1
8302,29-1216.00,General Internal Medicine Physicians,29-1243.00,Pediatric Surgeons,Primary-Short,2
8303,29-1216.00,General Internal Medicine Physicians,29-1212.00,Cardiologists,Primary-Short,3
